budget,ci95_high,ci95_low,epistasis_bin,k,mean,method,metric,n,score,selection_policy,source
,0.39072128911269177,0.3445528172910832,,,0.36772654826529816,Progen2_medium,pearson,217,,,zero_shot_extended_metrics.csv
,4.544211403208146,2.5895096168759264,,,3.5027575470082506,Progen2_medium,top20_enrichment_top1pct,217,,,zero_shot_extended_metrics.csv
,5.176366810419113,2.7912030047816576,,,3.913970666571195,Progen2_medium,top10_enrichment_top1pct,217,,,zero_shot_extended_metrics.csv
,0.3841609106147023,0.33437604434287466,,,0.35968266188209924,Progen2_base,pearson,217,,,zero_shot_extended_metrics.csv
,4.2383144258040755,2.801362489408847,,,3.4957412310594345,Progen2_base,top20_enrichment_top1pct,217,,,zero_shot_extended_metrics.csv
,5.24739423844895,3.1212112490637027,,,4.178375661998992,Progen2_base,top10_enrichment_top1pct,217,,,zero_shot_extended_metrics.csv
,0.39095747562352356,0.3448631596218335,,,0.3677902277688747,Progen2_large,pearson,217,,,zero_shot_extended_metrics.csv
,4.7475281837509105,2.7302787701752256,,,3.661053466823848,Progen2_large,top20_enrichment_top1pct,217,,,zero_shot_extended_metrics.csv
,5.474428908668398,2.956866290562946,,,4.13515386234872,Progen2_large,top10_enrichment_top1pct,217,,,zero_shot_extended_metrics.csv
,0.40747761311869807,0.36460226184386146,,,0.3859301775708522,Progen2_xlarge,pearson,217,,,zero_shot_extended_metrics.csv
,4.781206828769106,2.65909001079891,,,3.623588778340267,Progen2_xlarge,top20_enrichment_top1pct,217,,,zero_shot_extended_metrics.csv
,5.707603657250109,3.105310925963223,,,4.319055032287535,Progen2_xlarge,top10_enrichment_top1pct,217,,,zero_shot_extended_metrics.csv
,0.4914102318563807,0.4507611006445856,,,0.4712588101958826,GEMME,pearson,217,,,zero_shot_extended_metrics.csv
,3.866876637552158,2.099559044566754,,,2.8967731770387486,GEMME,top20_enrichment_top1pct,217,,,zero_shot_extended_metrics.csv
,4.421209053823452,2.1540042725852553,,,3.202402145645054,GEMME,top10_enrichment_top1pct,217,,,zero_shot_extended_metrics.csv
,0.47553524786886836,0.43380236649236736,,,0.4544807619097964,VESPA,pearson,217,,,zero_shot_extended_metrics.csv
,3.0719753178904403,1.3876594393344845,,,2.143221107403711,VESPA,top20_enrichment_top1pct,217,,,zero_shot_extended_metrics.csv
,3.548506953582813,1.4327584075686381,,,2.3799886117859446,VESPA,top10_enrichment_top1pct,217,,,zero_shot_extended_metrics.csv
,0.43903325526794085,0.39674215156701864,,,0.41741868551767786,VESPAl,pearson,217,,,zero_shot_extended_metrics.csv
,2.866365455338252,1.2601635032773175,,,1.94037629062568,VESPAl,top20_enrichment_top1pct,217,,,zero_shot_extended_metrics.csv
,3.081174676092637,1.2978555054340606,,,2.080277105232526,VESPAl,top10_enrichment_top1pct,217,,,zero_shot_extended_metrics.csv
,0.42179278471610543,0.3836100742591131,,,0.40288442397283514,VespaG,pearson,217,,,zero_shot_extended_metrics.csv
,3.584730969020506,1.7789821808524229,,,2.569892939669669,VespaG,top20_enrichment_top1pct,217,,,zero_shot_extended_metrics.csv
,3.7031080712292836,1.744883116675945,,,2.6344179832411814,VespaG,top10_enrichment_top1pct,217,,,zero_shot_extended_metrics.csv
,0.20967299684766552,0.1659558106475847,,,0.18753439141150735,ProtGPT2,pearson,217,,,zero_shot_extended_metrics.csv
,1.8457588327057277,1.0418159430183058,,,1.427816714657288,ProtGPT2,top20_enrichment_top1pct,217,,,zero_shot_extended_metrics.csv
,2.0982028968077424,0.9756750472110157,,,1.5173639503413976,ProtGPT2,top10_enrichment_top1pct,217,,,zero_shot_extended_metrics.csv
,0.31506715307264377,0.26551577049238073,,,0.28982481809410415,Tranception_S_no_retrieval,pearson,217,,,zero_shot_extended_metrics.csv
,3.9182535151405187,2.377859118450312,,,3.100604399754564,Tranception_S_no_retrieval,top20_enrichment_top1pct,217,,,zero_shot_extended_metrics.csv
,4.546128114289845,2.2474567062922084,,,3.327477112479689,Tranception_S_no_retrieval,top10_enrichment_top1pct,217,,,zero_shot_extended_metrics.csv
