assay,seed,budget,regime,model,features,n_features,ridge,n_train,n_test,spearman_all,top1pct_recall_at_100,best_true_in_pred_top_100,best_true_in_pred_top_100_percentile
GDIA_HUMAN_Silverstein_2021.csv,4,20,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,1134,0.45299006849274753,0.16666666666666666,0.999613495,0.9982668977469671
GDIA_HUMAN_Silverstein_2021.csv,4,50,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,1104,0.3152994341249282,0.16666666666666666,0.999613495,0.9982668977469671
GDIA_HUMAN_Silverstein_2021.csv,4,50,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,1104,0.47011959479041115,0.0,0.992273919,0.9662045060658578
GDIA_HUMAN_Silverstein_2021.csv,4,50,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,1104,0.4453735282570342,0.0,0.996311373,0.9835355285961872
GDIA_HUMAN_Silverstein_2021.csv,4,100,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,1054,0.5169018385588786,0.0,0.997462845,0.987001733102253
GDIA_HUMAN_Silverstein_2021.csv,4,100,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,1054,0.44200040210446073,0.2727272727272727,0.999581649,0.9974003466204506
GDIA_HUMAN_Silverstein_2021.csv,4,100,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,1054,0.4263763292250095,0.18181818181818182,0.998772356,0.9948006932409013
GLPA_HUMAN_Elazar_2016.csv,0,20,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,225,0.360181205225453,1.0,1.2712286654145666,1.0
GLPA_HUMAN_Elazar_2016.csv,0,20,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,225,0.4806152549515381,1.0,1.2712286654145666,1.0
GLPA_HUMAN_Elazar_2016.csv,0,20,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,225,0.31505478297513695,1.0,1.2712286654145666,1.0
GLPA_HUMAN_Elazar_2016.csv,0,50,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,195,0.5664050235478806,0.5,1.2419257019225771,0.9959183673469387
GLPA_HUMAN_Elazar_2016.csv,0,50,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,195,0.5055382025926944,0.5,1.2419257019225771,0.9959183673469387
GLPA_HUMAN_Elazar_2016.csv,0,50,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,195,0.47288675977924866,1.0,1.2712286654145666,1.0
GLPA_HUMAN_Elazar_2016.csv,0,100,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,145,0.5577743662415368,1.0,1.2712286654145666,1.0
GLPA_HUMAN_Elazar_2016.csv,0,100,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,145,0.6187883797827114,1.0,1.2419257019225771,0.9959183673469387
GLPA_HUMAN_Elazar_2016.csv,0,100,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,145,0.5597740513304992,1.0,1.2712286654145666,1.0
GLPA_HUMAN_Elazar_2016.csv,1,20,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,225,0.44700484618626213,0.6666666666666666,1.2419257019225771,0.9959183673469387
GLPA_HUMAN_Elazar_2016.csv,1,20,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,225,0.4647661188369153,0.6666666666666666,1.144675671482026,0.9918367346938776
GLPA_HUMAN_Elazar_2016.csv,1,20,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,225,0.5509882005899706,0.6666666666666666,1.2419257019225771,0.9959183673469387
GLPA_HUMAN_Elazar_2016.csv,1,50,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,195,0.4808817103367912,1.0,1.2712286654145666,1.0
GLPA_HUMAN_Elazar_2016.csv,1,50,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,195,0.5688035087151434,1.0,1.2712286654145666,1.0
GLPA_HUMAN_Elazar_2016.csv,1,50,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,195,0.5878716276359869,1.0,1.2712286654145666,1.0
GLPA_HUMAN_Elazar_2016.csv,1,100,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,145,0.5026255707762557,1.0,1.2712286654145666,1.0
GLPA_HUMAN_Elazar_2016.csv,1,100,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,145,0.6085537710596757,1.0,1.144675671482026,0.9918367346938776
GLPA_HUMAN_Elazar_2016.csv,1,100,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,145,0.5082270508581326,1.0,1.144675671482026,0.9918367346938776
GLPA_HUMAN_Elazar_2016.csv,2,20,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,225,0.4267467340918668,1.0,1.2712286654145666,1.0
GLPA_HUMAN_Elazar_2016.csv,2,20,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,225,0.5526517067003792,0.6666666666666666,1.2419257019225771,0.9959183673469387
GLPA_HUMAN_Elazar_2016.csv,2,20,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,225,0.4499599662873999,0.6666666666666666,1.2419257019225771,0.9959183673469387
GLPA_HUMAN_Elazar_2016.csv,2,50,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,195,0.5287866772402854,0.5,1.2419257019225771,0.9959183673469387
GLPA_HUMAN_Elazar_2016.csv,2,50,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,195,0.5413957176843773,1.0,1.2419257019225771,0.9959183673469387
GLPA_HUMAN_Elazar_2016.csv,2,50,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,195,0.5669844147016458,1.0,1.2712286654145666,1.0
GLPA_HUMAN_Elazar_2016.csv,2,100,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,145,0.584722878286884,1.0,1.2419257019225771,0.9959183673469387
GLPA_HUMAN_Elazar_2016.csv,2,100,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,145,0.5794048181388758,1.0,1.2712286654145666,1.0
GLPA_HUMAN_Elazar_2016.csv,2,100,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,145,0.5642064241851676,1.0,1.2712286654145666,1.0
GLPA_HUMAN_Elazar_2016.csv,3,20,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,225,0.5204972608512431,1.0,1.2712286654145666,1.0
GLPA_HUMAN_Elazar_2016.csv,3,20,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,225,0.526826801517067,0.6666666666666666,1.2419257019225771,0.9959183673469387
GLPA_HUMAN_Elazar_2016.csv,3,20,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,225,0.5162979351032448,1.0,1.2712286654145666,1.0
GLPA_HUMAN_Elazar_2016.csv,3,50,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,195,0.5867177005615886,0.5,1.2419257019225771,0.9959183673469387
GLPA_HUMAN_Elazar_2016.csv,3,50,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,195,0.5445402903429412,1.0,1.2712286654145666,1.0
GLPA_HUMAN_Elazar_2016.csv,3,50,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,195,0.33800029131398784,1.0,1.2712286654145666,1.0
GLPA_HUMAN_Elazar_2016.csv,3,100,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,145,0.5786726499763817,1.0,1.2712286654145666,1.0
GLPA_HUMAN_Elazar_2016.csv,3,100,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,145,0.5520705400724295,1.0,1.2419257019225771,0.9959183673469387
GLPA_HUMAN_Elazar_2016.csv,3,100,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,145,0.6162376003778932,1.0,1.2712286654145666,1.0
GLPA_HUMAN_Elazar_2016.csv,4,20,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,225,0.35142962494732405,1.0,1.2712286654145666,1.0
GLPA_HUMAN_Elazar_2016.csv,4,20,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,225,0.49588074167720186,1.0,1.2712286654145666,1.0
GLPA_HUMAN_Elazar_2016.csv,4,20,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,225,0.467082806573957,0.6666666666666666,1.2419257019225771,0.9959183673469387
GLPA_HUMAN_Elazar_2016.csv,4,50,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,195,0.6080257003673792,1.0,1.2419257019225771,0.9959183673469387
GLPA_HUMAN_Elazar_2016.csv,4,50,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,195,0.554252375018207,0.5,1.2419257019225771,0.9959183673469387
GLPA_HUMAN_Elazar_2016.csv,4,50,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,195,0.4870802246354528,0.5,1.2419257019225771,0.9959183673469387
GLPA_HUMAN_Elazar_2016.csv,4,100,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,145,0.5490867579908676,1.0,1.2712286654145666,1.0
GLPA_HUMAN_Elazar_2016.csv,4,100,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,145,0.5503109746496615,1.0,1.1221807866022455,0.9877551020408163
GLPA_HUMAN_Elazar_2016.csv,4,100,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,145,0.6547590930562116,1.0,1.144675671482026,0.9918367346938776
GCN4_YEAST_Staller_2018.csv,0,20,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,2618,-0.03652673822672153,0.037037037037037035,1.934746194,0.9912812736921911
GCN4_YEAST_Staller_2018.csv,0,20,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,2618,-0.11345848399390143,0.037037037037037035,2.687545104,0.9981046247156937
GCN4_YEAST_Staller_2018.csv,0,20,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,2618,0.18649240922259566,0.037037037037037035,2.0994926680000003,0.9965883244882486
GCN4_YEAST_Staller_2018.csv,0,50,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,33,2605,0.22379433245807592,0.037037037037037035,2.0994926680000003,0.9965883244882486
GCN4_YEAST_Staller_2018.csv,0,50,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,2588,0.19314550357422994,0.0,1.829597356,0.9791508718726308
GCN4_YEAST_Staller_2018.csv,0,50,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,2588,0.17955416732860607,0.038461538461538464,3.0954282980000003,0.9992418498862775
GCN4_YEAST_Staller_2018.csv,0,100,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,33,2605,0.22379433245807592,0.037037037037037035,2.0994926680000003,0.9965883244882486
GCN4_YEAST_Staller_2018.csv,0,100,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,2538,0.2535491590182562,0.07692307692307693,3.0954282980000003,0.9992418498862775
GCN4_YEAST_Staller_2018.csv,0,100,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,2538,-0.005169478711031279,0.038461538461538464,1.934746194,0.9912812736921911
GCN4_YEAST_Staller_2018.csv,1,20,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,2618,0.22073795601735163,0.07407407407407407,2.0994926680000003,0.9965883244882486
GCN4_YEAST_Staller_2018.csv,1,20,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,2618,0.195469080983543,0.1111111111111111,3.0954282980000003,0.9992418498862775
GCN4_YEAST_Staller_2018.csv,1,20,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,2618,-0.07032493729126234,0.0,1.668847804,0.9283548142532221
GCN4_YEAST_Staller_2018.csv,1,50,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,33,2605,0.22379433245807592,0.037037037037037035,2.0994926680000003,0.9965883244882486
GCN4_YEAST_Staller_2018.csv,1,50,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,2588,0.06652250533046093,0.0,1.764673104,0.9636087945413192
GCN4_YEAST_Staller_2018.csv,1,50,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,2588,0.01320419024837062,0.0,1.903690084,0.9886277482941622
GCN4_YEAST_Staller_2018.csv,1,100,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,33,2605,0.22379433245807592,0.037037037037037035,2.0994926680000003,0.9965883244882486
GCN4_YEAST_Staller_2018.csv,1,100,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,2538,0.2299630531689265,0.07692307692307693,1.972429819,0.9939347990902199
GCN4_YEAST_Staller_2018.csv,1,100,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,2538,0.1555037991823285,0.0,1.85314886,0.9821834723275209
GCN4_YEAST_Staller_2018.csv,2,20,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,2618,0.1806950040510867,0.037037037037037035,2.024696967,0.9954510993176648
GCN4_YEAST_Staller_2018.csv,2,20,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,2618,0.036593958968474775,0.037037037037037035,1.934746194,0.9912812736921911
GCN4_YEAST_Staller_2018.csv,2,20,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,2618,0.21942418859742183,0.037037037037037035,1.941250772,0.9916603487490523
GCN4_YEAST_Staller_2018.csv,2,50,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,33,2605,0.22379433245807592,0.037037037037037035,2.0994926680000003,0.9965883244882486
GCN4_YEAST_Staller_2018.csv,2,50,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,2588,0.11472264256367448,0.0,1.730391999,0.9503411675511751
GCN4_YEAST_Staller_2018.csv,2,50,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,2588,0.000892123953162998,0.038461538461538464,1.934746194,0.9912812736921911
GCN4_YEAST_Staller_2018.csv,2,100,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,33,2605,0.22379433245807592,0.037037037037037035,2.0994926680000003,0.9965883244882486
GCN4_YEAST_Staller_2018.csv,2,100,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,2538,0.10490714054511742,0.038461538461538464,2.7028524430000003,0.9984836997725549
GCN4_YEAST_Staller_2018.csv,2,100,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,2538,0.16631162944120695,0.0,1.85314886,0.9821834723275209
GCN4_YEAST_Staller_2018.csv,3,20,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,2618,0.1752281046994515,0.037037037037037035,2.0994926680000003,0.9965883244882486
GCN4_YEAST_Staller_2018.csv,3,20,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,2618,0.06215292211558817,0.037037037037037035,1.934746194,0.9912812736921911
GCN4_YEAST_Staller_2018.csv,3,20,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,2618,0.10333468603356477,0.07407407407407407,2.024696967,0.9954510993176648
GCN4_YEAST_Staller_2018.csv,3,50,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,33,2605,0.22379433245807592,0.037037037037037035,2.0994926680000003,0.9965883244882486
GCN4_YEAST_Staller_2018.csv,3,50,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,2588,0.11122533818110267,0.0,1.764673104,0.9636087945413192
GCN4_YEAST_Staller_2018.csv,3,50,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,2588,0.12292385558436787,0.07692307692307693,2.024696967,0.9954510993176648
GCN4_YEAST_Staller_2018.csv,3,100,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,33,2605,0.22379433245807592,0.037037037037037035,2.0994926680000003,0.9965883244882486
GCN4_YEAST_Staller_2018.csv,3,100,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,2538,0.13916139086274115,0.038461538461538464,2.7028524430000003,0.9984836997725549
GCN4_YEAST_Staller_2018.csv,3,100,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,100,2538,0.0664012873441712,0.038461538461538464,1.934746194,0.9912812736921911
GCN4_YEAST_Staller_2018.csv,4,20,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,2618,0.07613872525877695,0.0,1.668847804,0.9283548142532221
GCN4_YEAST_Staller_2018.csv,4,20,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,2618,0.17011015599319237,0.0,1.871330307,0.9863532979529946
GCN4_YEAST_Staller_2018.csv,4,20,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,20,2618,-0.020079753773689955,0.0,1.668847804,0.9283548142532221
GCN4_YEAST_Staller_2018.csv,4,50,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,33,2605,0.22379433245807592,0.037037037037037035,2.0994926680000003,0.9965883244882486
GCN4_YEAST_Staller_2018.csv,4,50,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,2588,0.11631823500647262,0.038461538461538464,2.320729284,0.9977255496588324
GCN4_YEAST_Staller_2018.csv,4,50,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,50,2588,0.13381147621671696,0.038461538461538464,1.934746194,0.9912812736921911
GCN4_YEAST_Staller_2018.csv,4,100,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,9,1.0,33,2605,0.22379433245807592,0.037037037037037035,2.0994926680000003,0.9965883244882486
