budget,regime,model,zero_shot_method,n_rows,mean_best_top100_percentile,mean_top1pct_recall_at_100,mean_abs_spearman_all
50,single_only,zscore_linear,ProSST-4096,1065,0.9941934395528289,0.18120710852904562,0.5117508353536664
50,single_only,zscore_linear,ProSST-1024,1065,0.994137678442809,0.21090456850517664,0.5027919329234971
50,single_only,zscore_linear,S3F_MSA,1065,0.9939333291476463,0.1753831250634903,0.5164278665724648
50,single_only,additive_plus_zscore,S2F_MSA,1065,0.9939273774882735,0.17236374341202576,0.49718197480533005
50,single_only,additive_plus_zscore,ESM3,1065,0.9939223039759337,0.18473307382542353,0.47262763650004475
50,single_only,zscore_linear,ProSST-512,1065,0.9939110216423828,0.18766017450104258,0.48813727501461246
50,single_only,additive_plus_zscore,S3F,1065,0.9938868532138395,0.18283455832682685,0.48047223531578387
50,single_only,zscore_linear,ESM3,1065,0.9937846779706111,0.1930545643507079,0.48242792296839815
50,single_only,additive_plus_zscore,ProSST-4096,1065,0.9937226361708343,0.17132229230049256,0.4946407446715938
50,single_only,additive_plus_zscore,ProSST-1024,1065,0.9937161963946441,0.20021024379160396,0.48786863385295137
50,single_only,additive_plus_zscore,S2F,1065,0.993684026089763,0.1738726971565751,0.4681354798844897
50,single_only,zscore_linear,S3F,1065,0.9936682121874811,0.18879182529383826,0.48883595238162386
50,single_only,additive_plus_zscore,ProSST-512,1065,0.9936058874389266,0.17804290363996628,0.4732550555707304
50,single_only,additive_plus_zscore,S3F_MSA,1065,0.9934242424560025,0.16865369983261974,0.5038179731833696
50,single_only,zscore_linear,ProSST-128,1065,0.9933883304728877,0.1925851907903779,0.484202153848436
50,single_only,zscore_linear,RSALOR,1065,0.9933865649315199,0.16558385951126853,0.48497695472389435
50,single_only,additive_plus_zscore,ProtSSN_ensemble,1065,0.993135042898177,0.17740302592063645,0.4627444215180923
50,single_only,additive_plus_zscore,RSALOR,1065,0.9931202720709107,0.15932242577603997,0.47211284559603006
50,single_only,zscore_linear,TranceptEVE_L,1065,0.9930591062223464,0.166565130355318,0.47659625448362886
50,single_only,additive_plus_zscore,SaProt_650M_AF2,1065,0.9928273030478704,0.17508301889823694,0.46482357888898695
50,single_only,xgboost,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1065,0.9927218308757101,0.17575338116533293,0.5055996532721806
50,single_only,additive_plus_zscore,ProSST-2048,1065,0.9926966416500895,0.19965117752136805,0.5105905623565095
50,single_only,additive_plus_zscore,ProSST-128,1065,0.9926874619764979,0.1813831926603227,0.4688149687309181
50,single_only,zscore_linear,TranceptEVE_M,1065,0.9926296280683852,0.16657010741771927,0.47548542624421364
50,single_only,additive_plus_zscore,VenusREM,1065,0.9925874050734161,0.18943840346063623,0.5231180825626357
50,single_only,additive_plus_zscore,TranceptEVE_L,1065,0.9925822506334897,0.1592860132860663,0.4647555704403375
50,single_only,additive_plus_zscore,TranceptEVE_M,1065,0.9922057471744311,0.1593439382893247,0.46328135371911
50,single_only,zscore_linear,ProtSSN_ensemble,1065,0.9921447056651868,0.18525950200503957,0.47279270405100154
50,single_only,zscore_linear,S2F,1065,0.9921346331689438,0.1788950210801478,0.4749421905221239
50,single_only,zscore_linear,ESCOTT,1065,0.9919397926660917,0.134637331722787,0.4997256350055893
50,single_only,zscore_linear,SaProt_650M_AF2,1065,0.9917526456020941,0.18238674072589445,0.4723202121823685
50,single_only,additive_plus_zscore,ESCOTT,1065,0.991590003642672,0.1340026829232104,0.4864736869538712
50,single_only,elastic_net,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1065,0.9914729678351667,0.17792343222005189,0.579765521581925
50,single_only,zscore_linear,VenusREM,1065,0.9906480113902641,0.20020230113349782,0.5353033729043375
50,single_only,additive_plus_zscore,VespaG,1065,0.9904028024933427,0.11646913846695316,0.47119943760945443
50,single_only,zscore_linear,GEMME,1065,0.9899521547916967,0.14201805637355314,0.47573211239625074
50,single_only,additive_plus_zscore,GEMME,1065,0.9896363129453345,0.13847674612644792,0.4627336605715495
50,single_only,zscore_linear,VespaG,1065,0.9893886685753756,0.11783582642170791,0.48177523768629615
50,single_only,zscore_linear,ProSST-2048,1065,0.9889533666686319,0.210037974190981,0.5217150077406906
50,single_only,hist_gradient_boosting,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1065,0.9875860757028374,0.13456257711989378,0.48185871992367235
50,single_only,random_forest,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1065,0.987552405157767,0.11933772563780165,0.4157637346568384
50,single_only,additive_lookup,none,1065,0.9839438496964501,0.11550151506908977,0.10863656920472888
50,single_only,lasso,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1065,0.9839438496964501,0.11550151506908977,0.1086365695971819
50,single_only,global_mean,mutation_identity,1065,0.9833747286063881,0.11790823192137291,nan
50,single_only,mutation_order_mean,mutation_identity,1065,0.9833747286063881,0.11790823192137291,nan
50,single_only,additive_plus_site_ridge,mutation_identity,1065,0.9829801107539433,0.11530400001241979,0.12692527009719268
50,single_only,onehot_site_ridge,mutation_identity,1065,0.9813557931684651,0.11437994087591667,0.1391099066753533
50,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,1065,0.9951838403176267,0.20566299273302094,0.5579064786875375
50,single_plus_double,top_score_ridge,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1065,0.9948052801732954,0.2101790326738935,0.5613030561017506
50,single_plus_double,ridge,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1065,0.9946384215791773,0.2030667888696132,0.5475640661366178
50,single_plus_double,additive_plus_top_score_ridge,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1065,0.9946221321064106,0.2005841397351688,0.5486759202642717
50,single_plus_double,zscore_linear,S2F_MSA,1065,0.9941772843549956,0.17500318349144364,0.5100065854105332
50,single_plus_double,zscore_linear,ProSST-4096,1065,0.9941191816222861,0.18176836438789196,0.5125562255123721
50,single_plus_double,additive_plus_zscore,S2F_MSA,1065,0.9940524631244824,0.17384667993771952,0.5086486581497265
50,single_plus_double,zscore_linear,ProSST-1024,1065,0.9939507836409229,0.20860794414063116,0.5033453577640744
50,single_plus_double,zscore_linear,PoET,1065,0.9939260954444463,0.16676629926005518,0.4909249890593358
50,single_plus_double,zscore_linear,S3F_MSA,1065,0.9938677022989056,0.17260139973582236,0.5170517810599936
50,single_plus_double,additive_plus_zscore,PoET,1065,0.993793614292879,0.16666036275433835,0.4909860426541201
50,single_plus_double,additive_plus_zscore,S3F_MSA,1065,0.9937894511390236,0.17090653917472204,0.5158489016158299
50,single_plus_double,additive_plus_zscore,ProSST-4096,1065,0.9937776118489439,0.17909007571267768,0.5110244777276487
50,single_plus_double,zscore_linear,ProSST-512,1065,0.9934937301604416,0.18720849087727898,0.4890342444451608
50,single_plus_double,zscore_linear,ProSST-128,1065,0.9934318562941115,0.19197052971188017,0.48525528034994586
50,single_plus_double,additive_plus_zscore,ProSST-1024,1065,0.9934222164370727,0.2052895033552479,0.5030585859283632
50,single_plus_double,additive_plus_zscore,S3F,1065,0.9933621175353168,0.18468707677946017,0.48898741625847975
50,single_plus_double,zscore_linear,S3F,1065,0.9933407098245355,0.18555889042610263,0.48964269607750494
50,single_plus_double,additive_plus_zscore,RSALOR,1065,0.9933020215493614,0.16282746095051628,0.4851291481511202
50,single_plus_double,zscore_linear,ESM3,1065,0.9931695535743769,0.19261319124323156,0.48262194796962177
50,single_plus_double,zscore_linear,RSALOR,1065,0.993083884962097,0.16308978571165902,0.4860638611756232
50,single_plus_double,additive_plus_zscore,S2F,1065,0.9930835462016457,0.1731672278365047,0.4751259151428311
50,single_plus_double,zscore_linear,TranceptEVE_M,1065,0.9929683803016456,0.16295706344506258,0.47622020071547844
50,single_plus_double,additive_plus_zscore,ProSST-128,1065,0.992955900734645,0.1910892950376054,0.4847927875223455
50,single_plus_double,additive_plus_zscore,ESM3,1065,0.9929491603962308,0.19080063240488457,0.48269240208688063
50,single_plus_double,additive_plus_zscore,VenusREM,1065,0.9928062055551278,0.19516373433181058,0.5365648715033555
50,single_plus_double,additive_plus_zscore,ProSST-512,1065,0.9927335742284631,0.18436730521178749,0.48902138626745323
50,single_plus_double,additive_plus_zscore,TranceptEVE_M,1065,0.9926612096353484,0.1619931971097483,0.4755716430996698
50,single_plus_double,additive_plus_zscore,ProSST-2048,1065,0.9926545680976514,0.20418958043308227,0.523292200212365
50,single_plus_double,zscore_linear,ProtSSN_ensemble,1065,0.9925340798472118,0.1823549293948111,0.4735084491081339
50,single_plus_double,zscore_linear,TranceptEVE_L,1065,0.9925135448016349,0.16332382372542037,0.47714745528526387
50,single_plus_double,xgboost,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1065,0.9924945858946327,0.17564270781255387,0.5270488708594996
50,single_plus_double,additive_plus_zscore,TranceptEVE_L,1065,0.9922174852317122,0.16292649899188524,0.47698068119070186
50,single_plus_double,additive_plus_zscore,ESCOTT,1065,0.9920936373333833,0.13607343595737278,0.5003354751653031
50,single_plus_double,additive_plus_zscore,ProtSSN_ensemble,1065,0.9920860406517197,0.18198778286276393,0.47348091769023964
50,single_plus_double,zscore_linear,ESCOTT,1065,0.9920067735796056,0.13093147906959324,0.4999730445517559
50,single_plus_double,elastic_net,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1065,0.9917093297695927,0.17885349551797947,0.5870705978058439
50,single_plus_double,additive_plus_zscore,SaProt_650M_AF2,1065,0.9914454739418807,0.1745284981079887,0.4731524360664891
50,single_plus_double,zscore_linear,S2F,1065,0.9912220392152571,0.17537205825256302,0.4759790032838968
50,single_plus_double,zscore_linear,SaProt_650M_AF2,1065,0.9909962300999189,0.17844528209257948,0.47308461665272256
50,single_plus_double,zscore_linear,VenusREM,1065,0.9905237712927769,0.19729702648798256,0.5362610019029231
50,single_plus_double,zscore_linear,GEMME,1065,0.9903630154981942,0.13860080520946036,0.47564401274910684
50,single_plus_double,additive_plus_zscore,GEMME,1065,0.990334652801943,0.13948073675152464,0.47484777663318173
50,single_plus_double,additive_plus_zscore,VespaG,1065,0.9893258413576467,0.11943654661037285,0.4773559522987072
50,single_plus_double,zscore_linear,ProSST-2048,1065,0.9887253639185659,0.20611682093656844,0.522655686354517
50,single_plus_double,zscore_linear,VespaG,1065,0.9886571407678414,0.11610686707052385,0.481993448727906
50,single_plus_double,hist_gradient_boosting,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1065,0.9881768358341272,0.14648490234407388,0.5280957491104099
50,single_plus_double,lasso,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1065,0.9876512250865044,0.15947834493595375,0.5835464395446937
50,single_plus_double,random_forest,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1065,0.9869569976710822,0.13830064782196458,0.44568174220892376
50,single_plus_double,onehot_site_ridge,mutation_identity,1065,0.984637259581712,0.12631136667062207,0.4398767175874808
50,single_plus_double,additive_plus_site_ridge,mutation_identity,1065,0.9845964205914934,0.12571493964637181,0.4385821931886962
50,single_plus_double,mutation_order_mean,mutation_identity,1065,0.9838955928464462,0.12223611895136505,0.3724901344515456
50,single_plus_double,additive_lookup,none,1065,0.9833213297479746,0.11859508582344112,0.08561997830972262
50,single_plus_double,global_mean,mutation_identity,1065,0.9831470390614244,0.12029809675251628,nan
100,mixed_random,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,1060,0.9959124625509999,0.22906544816555638,0.5883012302085177
100,mixed_random,top_score_ridge,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1065,0.995624244174727,0.23244753508644994,0.5864976629356404
100,mixed_random,additive_plus_top_score_ridge,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1065,0.9954764499822147,0.221861140765841,0.5708324643498147
100,mixed_random,ridge,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1060,0.9953588045995985,0.2187853576171534,0.5720648351417023
100,mixed_random,zscore_linear,ProSST-4096,1065,0.9947467673160688,0.18934765967309183,0.5121137970579028
100,mixed_random,zscore_linear,S2F_MSA,1065,0.9946915859414559,0.18428319987386932,0.5092712671259739
100,mixed_random,zscore_linear,ESM3,1065,0.9944812614963162,0.19680544187783916,0.4839582903555422
100,mixed_random,additive_plus_zscore,S2F_MSA,1065,0.994406448263929,0.18113993490845287,0.5084492248140974
100,mixed_random,zscore_linear,ProSST-512,1065,0.994379653006814,0.1942795532021142,0.4883670916538199
100,mixed_random,zscore_linear,ProSST-128,1065,0.9943735796335554,0.1995630619706805,0.4844215355987045
100,mixed_random,zscore_linear,PoET,1065,0.9943572243843436,0.17674900109168468,0.4897307499170895
100,mixed_random,zscore_linear,S3F_MSA,1065,0.9942438595797232,0.17972327891642667,0.5162552220056975
100,mixed_random,additive_plus_zscore,ProSST-4096,1065,0.9942297436029358,0.18616421386669885,0.511039282028935
100,mixed_random,zscore_linear,ProSST-1024,1065,0.9942064080879337,0.21740086538403838,0.5029903212182334
100,mixed_random,additive_plus_zscore,PoET,1065,0.9941738247898362,0.1735804355572888,0.48997314603739883
100,mixed_random,zscore_linear,S3F,1065,0.9941401731730541,0.18824547740305295,0.48962412420449175
100,mixed_random,additive_plus_zscore,ProSST-128,1065,0.9940429885902853,0.1967755834842231,0.484102256139762
100,mixed_random,additive_plus_zscore,S3F,1065,0.9940201303568981,0.1848643050194528,0.4897496813507868
100,mixed_random,additive_plus_zscore,S3F_MSA,1065,0.9940114236449951,0.1762280659694769,0.5155949126371911
100,mixed_random,zscore_linear,SaProt_650M_AF2,1065,0.9939588542765004,0.18617179113923676,0.47228306077106913
100,mixed_random,additive_plus_zscore,ESM3,1065,0.9939189265464093,0.1928398836976579,0.4844358390408968
100,mixed_random,additive_plus_zscore,ProSST-512,1065,0.9939041220115513,0.1900264958148706,0.48837563477755547
100,mixed_random,additive_plus_zscore,S2F,1065,0.9938097678818426,0.17934141141665816,0.4761806324208301
100,mixed_random,additive_plus_zscore,ProSST-1024,1065,0.9937746222051658,0.21167949066526204,0.5030609286908914
100,mixed_random,zscore_linear,ProtSSN_ensemble,1065,0.9937536527908406,0.1861195165618343,0.4740844142458488
100,mixed_random,additive_plus_zscore,SaProt_650M_AF2,1065,0.9937113976356129,0.182392172280371,0.47338468343852574
100,mixed_random,additive_plus_zscore,ProtSSN_ensemble,1065,0.9936606013882958,0.18385959717929878,0.47441141748339677
100,mixed_random,zscore_linear,RSALOR,1065,0.9934919493014924,0.17082082168449944,0.4843360394998089
100,mixed_random,additive_plus_zscore,RSALOR,1065,0.9934407024817568,0.16792318792779196,0.48392461464374203
100,mixed_random,zscore_linear,TranceptEVE_M,1065,0.9931353656032368,0.17366246831920346,0.4748075435823292
100,mixed_random,zscore_linear,TranceptEVE_L,1065,0.9930346829056622,0.17329231315391505,0.47564396553571536
100,mixed_random,zscore_linear,S2F,1065,0.9929938749853766,0.18206911066888085,0.47612274796841597
100,mixed_random,additive_plus_zscore,TranceptEVE_M,1065,0.9929213167026991,0.17058497819533994,0.4745519024508624
100,mixed_random,additive_plus_zscore,TranceptEVE_L,1065,0.9928022723481003,0.17017094965683757,0.4763189389227255
100,mixed_random,zscore_linear,ESCOTT,1065,0.9927745856322925,0.14796429862499277,0.49931362354106795
100,mixed_random,xgboost,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1060,0.9926622887808281,0.1901340941740372,0.5642515595326896
100,mixed_random,additive_plus_zscore,ESCOTT,1065,0.9922589849768138,0.14532617776847878,0.49930621213246024
100,mixed_random,elastic_net,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1060,0.9916750832136414,0.19458255891294124,0.6128539841190817
100,mixed_random,zscore_linear,GEMME,1065,0.9911117545145022,0.14512410662138725,0.47505439063687327
100,mixed_random,additive_plus_zscore,VenusREM,1065,0.9911062486742893,0.20018416914396453,0.5356790312703326
100,mixed_random,additive_plus_zscore,GEMME,1065,0.9910354229358856,0.145656094261025,0.4745340670261417
100,mixed_random,zscore_linear,VenusREM,1065,0.9906596860989123,0.20652542093674825,0.5352789218384759
100,mixed_random,additive_plus_zscore,ProSST-2048,1065,0.989581770455588,0.21078198730937997,0.5224524459173329
100,mixed_random,zscore_linear,ProSST-2048,1065,0.9891523809888656,0.21622040952429739,0.5219479087608163
100,mixed_random,zscore_linear,VespaG,1065,0.9890129987220667,0.12644911929938715,0.48151612050704645
100,mixed_random,additive_plus_zscore,VespaG,1065,0.9889844993327734,0.12598313841559455,0.48130729250226717
100,mixed_random,lasso,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1060,0.9881035323823572,0.1707854525439154,0.625447612286343
100,mixed_random,hist_gradient_boosting,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1060,0.9864613714262725,0.13250723747816878,0.5348816494660089
100,mixed_random,onehot_site_ridge,mutation_identity,1065,0.9859737998714959,0.13282910441176252,0.49727363601348107
100,mixed_random,additive_plus_site_ridge,mutation_identity,1065,0.9858722190118849,0.13233439035554975,0.494285985292981
100,mixed_random,mutation_order_mean,mutation_identity,1065,0.9842563547708737,0.12957631233724676,0.39670321579915874
100,mixed_random,random_forest,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1060,0.9836593927827963,0.11940292236286941,0.43873657796864596
100,mixed_random,additive_lookup,none,1065,0.9835964914277874,0.12436851169611182,0.09546974792919155
100,mixed_random,global_mean,mutation_identity,1065,0.983445581765389,0.12670222316281363,nan
100,single_only,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,1060,0.9959606773391635,0.2226130626890216,0.580477781787391
100,single_only,top_score_ridge,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1065,0.99539546867342,0.2229343627993426,0.5760846581627949
100,single_only,zscore_linear,ProSST-4096,1065,0.9949678318954455,0.18625078232899947,0.5097865885298042
100,single_only,zscore_linear,ProSST-512,1065,0.9946639140269667,0.1944848716484434,0.48683738607397875
100,single_only,zscore_linear,S2F_MSA,1065,0.9946126541869033,0.18126546770632293,0.5078206960094924
100,single_only,zscore_linear,PoET,1065,0.9944082857592714,0.17476121660387237,0.48827323094997904
100,single_only,zscore_linear,ProSST-1024,1065,0.994403897877698,0.21355003407941345,0.501365997619824
100,single_only,zscore_linear,ESM3,1065,0.994290021715086,0.19693208612193736,0.48224293599554763
100,single_only,zscore_linear,S3F,1065,0.994194028787666,0.19211422630226668,0.48818920082087947
100,single_only,ridge,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1060,0.9941633312694833,0.20876788063246574,0.5634787332220155
100,single_only,zscore_linear,S3F_MSA,1065,0.9941097623021226,0.1830802044866101,0.5151086105253628
100,single_only,additive_plus_top_score_ridge,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1065,0.9938419560779229,0.2056083317368164,0.5637732843434848
100,single_only,zscore_linear,ProtSSN_ensemble,1065,0.9937554973121381,0.18980376022323256,0.47230106846310094
100,single_only,zscore_linear,ProSST-128,1065,0.993659707291084,0.19487823095733522,0.4827113685761135
100,single_only,zscore_linear,RSALOR,1065,0.9934400624251505,0.16906655148369343,0.48376276940478424
100,single_only,zscore_linear,TranceptEVE_M,1065,0.993377758679668,0.17418805205418084,0.47397352852246794
100,single_only,zscore_linear,SaProt_650M_AF2,1065,0.9932926494760492,0.18756948131747336,0.47069902142228753
100,single_only,zscore_linear,TranceptEVE_L,1065,0.9930801893344223,0.174079829915978,0.4746388500812703
100,single_only,zscore_linear,S2F,1065,0.9930054465243423,0.1841753350812794,0.4743755621000621
100,single_only,additive_plus_zscore,ProSST-512,1065,0.9929138961401159,0.1782111713189891,0.4699401031653047
100,single_only,zscore_linear,ESCOTT,1065,0.9927853185468396,0.1462562997220216,0.4985738977349573
100,single_only,xgboost,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1060,0.9927761346223676,0.1973632174299386,0.5357746418714394
100,single_only,additive_plus_zscore,ProSST-4096,1065,0.992770886581435,0.1676754826553676,0.48937276271453684
100,single_only,additive_plus_zscore,S2F_MSA,1065,0.9926348410743286,0.16877137693093136,0.49455071065778183
100,single_only,additive_plus_zscore,S2F,1065,0.992622723991512,0.1711379258835341,0.4673146451331171
100,single_only,additive_plus_zscore,PoET,1065,0.9925208555935298,0.16247715571683202,0.47496357487110097
100,single_only,additive_plus_zscore,ProSST-1024,1065,0.9924649259116877,0.19442593897704358,0.48367883705124143
100,single_only,additive_plus_zscore,S3F,1065,0.9924460855867778,0.17835547177963107,0.4788236775689204
100,single_only,additive_plus_zscore,ESM3,1065,0.9923776339546408,0.18009247243872747,0.4712255632995147
100,single_only,additive_plus_zscore,ProtSSN_ensemble,1065,0.9921332323681935,0.17423413464432305,0.4618237029506192
100,single_only,additive_plus_zscore,SaProt_650M_AF2,1065,0.9921195422773424,0.1724327776294046,0.46269734553399583
100,single_only,additive_plus_zscore,S3F_MSA,1065,0.9920396936110808,0.16878560708514787,0.5007291502862568
100,single_only,additive_plus_zscore,RSALOR,1065,0.991740124808859,0.15909360236732817,0.46879360216988974
100,single_only,additive_plus_zscore,ProSST-128,1065,0.9915291975412857,0.17745239372646454,0.46489319841674054
100,single_only,additive_plus_zscore,ProSST-2048,1065,0.9913296975818072,0.19303247664020665,0.5063833392640724
100,single_only,additive_plus_zscore,TranceptEVE_M,1065,0.9911860758641391,0.161733309708486,0.46151471796277577
100,single_only,additive_plus_zscore,VenusREM,1065,0.9911597526592123,0.1837831463163012,0.5189666357331354
100,single_only,zscore_linear,GEMME,1065,0.9911527583471179,0.14384523201260024,0.47448296744809204
100,single_only,additive_plus_zscore,TranceptEVE_L,1065,0.9910354080586862,0.16173376817834365,0.4626610826792006
100,single_only,zscore_linear,VenusREM,1065,0.9906792645875528,0.20555867701277317,0.5337851156651262
100,single_only,additive_plus_zscore,ESCOTT,1065,0.9906661705272509,0.13816963447611977,0.48416400161945095
100,single_only,zscore_linear,VespaG,1065,0.9903679042731033,0.12760317973593405,0.4799903193289875
100,single_only,elastic_net,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1060,0.9901932847225683,0.17961091306882324,0.5785982083983704
100,single_only,additive_plus_zscore,VespaG,1065,0.989161646248833,0.11930234775486807,0.4700766975245376
100,single_only,additive_plus_zscore,GEMME,1065,0.9890620559357507,0.1381168670765803,0.4617486540722979
100,single_only,zscore_linear,ProSST-2048,1065,0.9877667932879897,0.21511403563229853,0.5200514552734588
100,single_only,hist_gradient_boosting,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1060,0.9843946918595685,0.12975082731992213,0.35843706943309794
100,single_only,global_mean,mutation_identity,1065,0.9838481711101418,0.1296835509571848,nan
100,single_only,mutation_order_mean,mutation_identity,1065,0.9838481711101418,0.1296835509571848,nan
100,single_only,additive_lookup,none,1065,0.9828329027010245,0.12746781911388425,0.15618653751053332
100,single_only,lasso,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1060,0.9827519258269728,0.12746781911388425,0.15618653814837108
100,single_only,additive_plus_site_ridge,mutation_identity,1065,0.9815258344120246,0.12736299731094924,0.17608433578899188
100,single_only,onehot_site_ridge,mutation_identity,1065,0.9810122534496999,0.12690279578257974,0.18222888941465093
100,single_only,random_forest,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1060,0.9803790333746977,0.1171644138240682,0.3649700320501004
100,single_plus_double,multi_zscore_ridge,VenusREM|ProSST-2048|S3F_MSA|S2F_MSA|PoET|RSALOR|ESM3|GEMME|SaProt_650M_AF2,1060,0.9956005243974513,0.21876379850138253,0.5842996273371971
100,single_plus_double,top_score_ridge,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1065,0.9952103498445064,0.2217470389498709,0.5821725686826241
100,single_plus_double,ridge,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1060,0.9950242110880788,0.21275433150016043,0.5682460738868557
100,single_plus_double,additive_plus_top_score_ridge,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1065,0.9947994089267422,0.21296461676586484,0.5683134432054759
100,single_plus_double,additive_plus_zscore,S2F_MSA,1065,0.9945051647846743,0.1810848211392361,0.5064255578525376
100,single_plus_double,zscore_linear,S2F_MSA,1065,0.9944890384680787,0.18071339193080901,0.5078520632568775
100,single_plus_double,zscore_linear,ProSST-4096,1065,0.9944035557470877,0.18690490372769317,0.5102812966385054
100,single_plus_double,additive_plus_zscore,S2F,1065,0.9943841517630331,0.18027070583456997,0.47512668996184537
100,single_plus_double,additive_plus_zscore,PoET,1065,0.9943301102538897,0.171506675147785,0.4884867572283734
100,single_plus_double,zscore_linear,PoET,1065,0.994319530185697,0.1715532335862518,0.488375152435616
100,single_plus_double,additive_plus_zscore,ProSST-512,1065,0.9943038449424828,0.19228523856021776,0.48734802860702214
100,single_plus_double,additive_plus_zscore,ESM3,1065,0.9942735060030788,0.19348722592855877,0.4843967308525248
100,single_plus_double,zscore_linear,ProSST-512,1065,0.9942534298309493,0.1938869724389445,0.48684243397828136
100,single_plus_double,zscore_linear,ESM3,1065,0.9941989705301437,0.19368313137381396,0.48322762535639624
100,single_plus_double,additive_plus_zscore,ProSST-4096,1065,0.9941707479260309,0.1858683557563485,0.5088629328946237
100,single_plus_double,zscore_linear,S3F,1065,0.9941077207212312,0.18700513618426964,0.4890336332659941
100,single_plus_double,additive_plus_zscore,S3F,1065,0.9940133608464518,0.1870508157399621,0.48883182228634553
100,single_plus_double,zscore_linear,ProSST-1024,1065,0.9939823365668349,0.2144137655853446,0.5012084352323931
100,single_plus_double,zscore_linear,S3F_MSA,1065,0.9939156587073613,0.1784967317262126,0.51507816892845
100,single_plus_double,zscore_linear,ProtSSN_ensemble,1065,0.9938893369753943,0.18505979639307213,0.47282699996860633
100,single_plus_double,additive_plus_zscore,ProtSSN_ensemble,1065,0.9938456945544314,0.18575620145969984,0.4740505559267984
100,single_plus_double,additive_plus_zscore,ProSST-128,1065,0.9938114531350587,0.1968268916921521,0.4829085343628852
100,single_plus_double,zscore_linear,ProSST-128,1065,0.9938004997397162,0.19664054819948867,0.48259345966976147
