policy,n_runs,hit_rate,mean_first_hit_round_among_hits,mean_labels_to_first_hit_among_hits,mean_censored_labels_all_runs
ensemble_rank_mean_std:top_methods,140,0.7857142857142857,1.4363636363636363,34.36363636363637,42.0
ensemble_rank_mean_disagreement:top_methods,140,0.7142857142857143,1.66,36.6,46.142857142857146
