assay,seed,policy,round,n_observed,best_observed_fitness,best_observed_percentile,top1pct_found,pool_size
A0A2Z5U3Z0_9INFA_Wu_2014.csv,2,diverse_zscore:ESM3,4,60,3.436866467,0.9825531914893617,0,2350
A0A2Z5U3Z0_9INFA_Wu_2014.csv,2,diverse_zscore:ESM3,5,70,3.436866467,0.9825531914893617,0,2350
A4GRB6_PSEAI_Chen_2020.csv,0,random,0,20,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,random,1,30,0.4581545124685,0.9144684252597922,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,random,2,40,1.460402033238,0.9926059152677857,1,5004
A4GRB6_PSEAI_Chen_2020.csv,0,random,3,50,1.460402033238,0.9926059152677857,1,5004
A4GRB6_PSEAI_Chen_2020.csv,0,random,4,60,1.460402033238,0.9926059152677857,1,5004
A4GRB6_PSEAI_Chen_2020.csv,0,random,5,70,1.460402033238,0.9926059152677857,1,5004
A4GRB6_PSEAI_Chen_2020.csv,0,additive_lookup,0,20,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,additive_lookup,1,30,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,additive_lookup,2,40,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,additive_lookup,3,50,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,additive_lookup,4,60,1.021024039129,0.9794164668265388,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,additive_lookup,5,70,1.021024039129,0.9794164668265388,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,zscore_linear:ProSST-2048,0,20,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,zscore_linear:ProSST-2048,1,30,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,zscore_linear:ProSST-2048,2,40,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,zscore_linear:ProSST-2048,3,50,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,zscore_linear:ProSST-2048,4,60,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,zscore_linear:ProSST-2048,5,70,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,zscore_linear:ESM3,0,20,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,zscore_linear:ESM3,1,30,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,0,zscore_linear:ESM3,2,40,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,0,zscore_linear:ESM3,3,50,3.049546144465,1.0,1,5004
A4GRB6_PSEAI_Chen_2020.csv,0,zscore_linear:ESM3,4,60,3.049546144465,1.0,1,5004
A4GRB6_PSEAI_Chen_2020.csv,0,zscore_linear:ESM3,5,70,3.049546144465,1.0,1,5004
A4GRB6_PSEAI_Chen_2020.csv,0,additive_plus_zscore:ProSST-2048,0,20,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,additive_plus_zscore:ProSST-2048,1,30,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,additive_plus_zscore:ProSST-2048,2,40,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,additive_plus_zscore:ProSST-2048,3,50,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,additive_plus_zscore:ProSST-2048,4,60,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,additive_plus_zscore:ProSST-2048,5,70,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,disagreement:additive_vs_ProSST-2048,0,20,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,disagreement:additive_vs_ProSST-2048,1,30,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,disagreement:additive_vs_ProSST-2048,2,40,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,disagreement:additive_vs_ProSST-2048,3,50,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,disagreement:additive_vs_ProSST-2048,4,60,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,disagreement:additive_vs_ProSST-2048,5,70,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,ensemble_mean:top_methods,0,20,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,ensemble_mean:top_methods,1,30,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,ensemble_mean:top_methods,2,40,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,ensemble_mean:top_methods,3,50,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,ensemble_mean:top_methods,4,60,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,ensemble_mean:top_methods,5,70,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,ensemble_ucb:top_methods,0,20,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,ensemble_ucb:top_methods,1,30,0.786958012057499,0.9630295763389288,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,ensemble_ucb:top_methods,2,40,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,0,ensemble_ucb:top_methods,3,50,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,0,ensemble_ucb:top_methods,4,60,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,0,ensemble_ucb:top_methods,5,70,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,0,diverse_ensemble:top_methods,0,20,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,diverse_ensemble:top_methods,1,30,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,diverse_ensemble:top_methods,2,40,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,diverse_ensemble:top_methods,3,50,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,diverse_ensemble:top_methods,4,60,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,diverse_ensemble:top_methods,5,70,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,0,diverse_zscore:ESM3,0,20,0.3600385298435,0.8868904876099121,0,5004
A4GRB6_PSEAI_Chen_2020.csv,0,diverse_zscore:ESM3,1,30,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,0,diverse_zscore:ESM3,2,40,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,0,diverse_zscore:ESM3,3,50,3.049546144465,1.0,1,5004
A4GRB6_PSEAI_Chen_2020.csv,0,diverse_zscore:ESM3,4,60,3.049546144465,1.0,1,5004
A4GRB6_PSEAI_Chen_2020.csv,0,diverse_zscore:ESM3,5,70,3.049546144465,1.0,1,5004
A4GRB6_PSEAI_Chen_2020.csv,1,random,0,20,0.5301356289895001,0.9310551558752997,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,random,1,30,1.201544139357,0.9860111910471623,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,random,2,40,1.201544139357,0.9860111910471623,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,random,3,50,1.201544139357,0.9860111910471623,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,random,4,60,2.4304672757900003,0.9992006394884093,1,5004
A4GRB6_PSEAI_Chen_2020.csv,1,random,5,70,2.4304672757900003,0.9992006394884093,1,5004
A4GRB6_PSEAI_Chen_2020.csv,1,additive_lookup,0,20,0.5301356289895001,0.9310551558752997,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,additive_lookup,1,30,0.5301356289895001,0.9310551558752997,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,additive_lookup,2,40,0.5301356289895001,0.9310551558752997,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,additive_lookup,3,50,0.5301356289895001,0.9310551558752997,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,additive_lookup,4,60,1.021024039129,0.9794164668265388,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,additive_lookup,5,70,1.021024039129,0.9794164668265388,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,zscore_linear:ProSST-2048,0,20,0.5301356289895001,0.9310551558752997,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,zscore_linear:ProSST-2048,1,30,0.5301356289895001,0.9310551558752997,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,zscore_linear:ProSST-2048,2,40,0.5301356289895001,0.9310551558752997,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,zscore_linear:ProSST-2048,3,50,0.5301356289895001,0.9310551558752997,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,zscore_linear:ProSST-2048,4,60,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,zscore_linear:ProSST-2048,5,70,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,zscore_linear:ESM3,0,20,0.5301356289895001,0.9310551558752997,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,zscore_linear:ESM3,1,30,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,1,zscore_linear:ESM3,2,40,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,1,zscore_linear:ESM3,3,50,3.049546144465,1.0,1,5004
A4GRB6_PSEAI_Chen_2020.csv,1,zscore_linear:ESM3,4,60,3.049546144465,1.0,1,5004
A4GRB6_PSEAI_Chen_2020.csv,1,zscore_linear:ESM3,5,70,3.049546144465,1.0,1,5004
A4GRB6_PSEAI_Chen_2020.csv,1,additive_plus_zscore:ProSST-2048,0,20,0.5301356289895001,0.9310551558752997,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,additive_plus_zscore:ProSST-2048,1,30,0.5301356289895001,0.9310551558752997,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,additive_plus_zscore:ProSST-2048,2,40,0.5301356289895001,0.9310551558752997,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,additive_plus_zscore:ProSST-2048,3,50,0.5301356289895001,0.9310551558752997,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,additive_plus_zscore:ProSST-2048,4,60,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,additive_plus_zscore:ProSST-2048,5,70,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,disagreement:additive_vs_ProSST-2048,0,20,0.5301356289895001,0.9310551558752997,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,disagreement:additive_vs_ProSST-2048,1,30,0.5301356289895001,0.9310551558752997,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,disagreement:additive_vs_ProSST-2048,2,40,0.5301356289895001,0.9310551558752997,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,disagreement:additive_vs_ProSST-2048,3,50,0.5301356289895001,0.9310551558752997,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,disagreement:additive_vs_ProSST-2048,4,60,0.5301356289895001,0.9310551558752997,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,disagreement:additive_vs_ProSST-2048,5,70,0.5301356289895001,0.9310551558752997,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,ensemble_mean:top_methods,0,20,0.5301356289895001,0.9310551558752997,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,ensemble_mean:top_methods,1,30,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,ensemble_mean:top_methods,2,40,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,ensemble_mean:top_methods,3,50,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,ensemble_mean:top_methods,4,60,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,ensemble_mean:top_methods,5,70,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,ensemble_ucb:top_methods,0,20,0.5301356289895001,0.9310551558752997,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,ensemble_ucb:top_methods,1,30,0.786958012057499,0.9630295763389288,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,ensemble_ucb:top_methods,2,40,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,1,ensemble_ucb:top_methods,3,50,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,1,ensemble_ucb:top_methods,4,60,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,1,ensemble_ucb:top_methods,5,70,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,1,diverse_ensemble:top_methods,0,20,0.5301356289895001,0.9310551558752997,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,diverse_ensemble:top_methods,1,30,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,diverse_ensemble:top_methods,2,40,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,diverse_ensemble:top_methods,3,50,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,diverse_ensemble:top_methods,4,60,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,diverse_ensemble:top_methods,5,70,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,1,diverse_zscore:ESM3,0,20,0.5301356289895001,0.9310551558752997,0,5004
A4GRB6_PSEAI_Chen_2020.csv,1,diverse_zscore:ESM3,1,30,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,1,diverse_zscore:ESM3,2,40,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,1,diverse_zscore:ESM3,3,50,3.049546144465,1.0,1,5004
A4GRB6_PSEAI_Chen_2020.csv,1,diverse_zscore:ESM3,4,60,3.049546144465,1.0,1,5004
A4GRB6_PSEAI_Chen_2020.csv,1,diverse_zscore:ESM3,5,70,3.049546144465,1.0,1,5004
A4GRB6_PSEAI_Chen_2020.csv,2,random,0,20,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,random,1,30,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,random,2,40,2.356751576265,0.9986011191047163,1,5004
A4GRB6_PSEAI_Chen_2020.csv,2,random,3,50,2.356751576265,0.9986011191047163,1,5004
A4GRB6_PSEAI_Chen_2020.csv,2,random,4,60,2.356751576265,0.9986011191047163,1,5004
A4GRB6_PSEAI_Chen_2020.csv,2,random,5,70,2.356751576265,0.9986011191047163,1,5004
A4GRB6_PSEAI_Chen_2020.csv,2,additive_lookup,0,20,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,additive_lookup,1,30,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,additive_lookup,2,40,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,additive_lookup,3,50,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,additive_lookup,4,60,1.021024039129,0.9794164668265388,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,additive_lookup,5,70,1.021024039129,0.9794164668265388,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,zscore_linear:ProSST-2048,0,20,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,zscore_linear:ProSST-2048,1,30,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,zscore_linear:ProSST-2048,2,40,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,zscore_linear:ProSST-2048,3,50,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,zscore_linear:ProSST-2048,4,60,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,zscore_linear:ProSST-2048,5,70,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,zscore_linear:ESM3,0,20,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,zscore_linear:ESM3,1,30,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,2,zscore_linear:ESM3,2,40,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,2,zscore_linear:ESM3,3,50,3.049546144465,1.0,1,5004
A4GRB6_PSEAI_Chen_2020.csv,2,zscore_linear:ESM3,4,60,3.049546144465,1.0,1,5004
A4GRB6_PSEAI_Chen_2020.csv,2,zscore_linear:ESM3,5,70,3.049546144465,1.0,1,5004
A4GRB6_PSEAI_Chen_2020.csv,2,additive_plus_zscore:ProSST-2048,0,20,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,additive_plus_zscore:ProSST-2048,1,30,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,additive_plus_zscore:ProSST-2048,2,40,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,additive_plus_zscore:ProSST-2048,3,50,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,additive_plus_zscore:ProSST-2048,4,60,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,additive_plus_zscore:ProSST-2048,5,70,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,disagreement:additive_vs_ProSST-2048,0,20,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,disagreement:additive_vs_ProSST-2048,1,30,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,disagreement:additive_vs_ProSST-2048,2,40,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,disagreement:additive_vs_ProSST-2048,3,50,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,disagreement:additive_vs_ProSST-2048,4,60,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,disagreement:additive_vs_ProSST-2048,5,70,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,ensemble_mean:top_methods,0,20,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,ensemble_mean:top_methods,1,30,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,ensemble_mean:top_methods,2,40,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,ensemble_mean:top_methods,3,50,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,ensemble_mean:top_methods,4,60,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,ensemble_mean:top_methods,5,70,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,ensemble_ucb:top_methods,0,20,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,ensemble_ucb:top_methods,1,30,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,ensemble_ucb:top_methods,2,40,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,ensemble_ucb:top_methods,3,50,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,2,ensemble_ucb:top_methods,4,60,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,2,ensemble_ucb:top_methods,5,70,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,2,diverse_ensemble:top_methods,0,20,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,diverse_ensemble:top_methods,1,30,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,diverse_ensemble:top_methods,2,40,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,diverse_ensemble:top_methods,3,50,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,diverse_ensemble:top_methods,4,60,1.098191333063,0.982414068745004,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,diverse_ensemble:top_methods,5,70,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,2,diverse_zscore:ESM3,0,20,0.980476290593,0.9776179056754596,0,5004
A4GRB6_PSEAI_Chen_2020.csv,2,diverse_zscore:ESM3,1,30,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,2,diverse_zscore:ESM3,2,40,2.44266262039499,0.999400479616307,1,5004
A4GRB6_PSEAI_Chen_2020.csv,2,diverse_zscore:ESM3,3,50,3.049546144465,1.0,1,5004
A4GRB6_PSEAI_Chen_2020.csv,2,diverse_zscore:ESM3,4,60,3.049546144465,1.0,1,5004
A4GRB6_PSEAI_Chen_2020.csv,2,diverse_zscore:ESM3,5,70,3.049546144465,1.0,1,5004
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,random,0,20,-0.2114542957536151,0.8374831763122477,0,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,random,1,30,0.5746872239487191,0.9885598923283984,0,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,random,2,40,0.5746872239487191,0.9885598923283984,0,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,random,3,50,0.677590770213202,0.9952893674293405,1,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,random,4,60,0.677590770213202,0.9952893674293405,1,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,random,5,70,0.677590770213202,0.9952893674293405,1,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,additive_lookup,0,20,-0.2114542957536151,0.8374831763122477,0,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,additive_lookup,1,30,-0.2114542957536151,0.8374831763122477,0,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,additive_lookup,2,40,0.2075002543426709,0.9397711978465679,0,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,additive_lookup,3,50,0.2075002543426709,0.9397711978465679,0,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,additive_lookup,4,60,0.3841982696289898,0.9680349932705249,0,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,additive_lookup,5,70,0.5253636422524615,0.984185733512786,0,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,zscore_linear:ProSST-2048,0,20,-0.2114542957536151,0.8374831763122477,0,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,zscore_linear:ProSST-2048,1,30,0.8350066946963031,0.9993270524899058,1,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,zscore_linear:ProSST-2048,2,40,0.8350066946963031,0.9993270524899058,1,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,zscore_linear:ProSST-2048,3,50,0.8350066946963031,0.9993270524899058,1,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,zscore_linear:ProSST-2048,4,60,0.8350066946963031,0.9993270524899058,1,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,zscore_linear:ProSST-2048,5,70,0.8350066946963031,0.9993270524899058,1,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,zscore_linear:ESM3,0,20,-0.2114542957536151,0.8374831763122477,0,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,zscore_linear:ESM3,1,30,0.8350066946963031,0.9993270524899058,1,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,zscore_linear:ESM3,2,40,0.8350066946963031,0.9993270524899058,1,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,zscore_linear:ESM3,3,50,0.8350066946963031,0.9993270524899058,1,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,zscore_linear:ESM3,4,60,0.8350066946963031,0.9993270524899058,1,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,zscore_linear:ESM3,5,70,0.8350066946963031,0.9993270524899058,1,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,additive_plus_zscore:ProSST-2048,0,20,-0.2114542957536151,0.8374831763122477,0,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,additive_plus_zscore:ProSST-2048,1,30,0.8350066946963031,0.9993270524899058,1,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,additive_plus_zscore:ProSST-2048,2,40,0.8350066946963031,0.9993270524899058,1,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,additive_plus_zscore:ProSST-2048,3,50,0.8350066946963031,0.9993270524899058,1,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,additive_plus_zscore:ProSST-2048,4,60,0.8350066946963031,0.9993270524899058,1,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,additive_plus_zscore:ProSST-2048,5,70,0.8350066946963031,0.9993270524899058,1,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,disagreement:additive_vs_ProSST-2048,0,20,-0.2114542957536151,0.8374831763122477,0,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,disagreement:additive_vs_ProSST-2048,1,30,-0.2114542957536151,0.8374831763122477,0,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,disagreement:additive_vs_ProSST-2048,2,40,-0.2114542957536151,0.8374831763122477,0,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,disagreement:additive_vs_ProSST-2048,3,50,0.6892865823702792,0.9962987886944819,1,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,disagreement:additive_vs_ProSST-2048,4,60,0.6892865823702792,0.9962987886944819,1,2972
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,0,disagreement:additive_vs_ProSST-2048,5,70,0.6892865823702792,0.9962987886944819,1,2972
