budget,model,method,n_pairs,n_pairs_spearman_doubles,n_pairs_spearman_higher,n_pairs_spearman_all,n_pairs_top1pct_recall_at_100,mean_delta_spearman_doubles,mean_delta_spearman_higher,mean_delta_spearman_all,mean_delta_top1pct_recall_at_100
50,additive_plus_zscore,TranceptEVE_M,1065,325,40,1060,1065,0.029698726598243054,0.1801591481670925,0.009064666310341998,0.0026492588204235687
50,additive_plus_zscore,ProSST-2048,1065,325,40,1060,1065,0.028602723469380573,0.14044138518655935,0.008349438568820474,0.004538402911714231
50,additive_plus_zscore,S2F_MSA,1065,325,40,1060,1065,0.027487322077551484,0.17138398453421702,0.010423714779574612,0.0014829365256937435
50,additive_plus_zscore,GEMME,1065,325,40,1060,1065,0.023606842601515167,0.22858776772238346,0.010107739924299447,0.0010039906250767351
50,additive_plus_zscore,ESM3,1065,325,40,1060,1065,0.0223230066467147,0.10293614722020276,0.006508851174593397,0.006067558579461036
50,additive_plus_zscore,S3F,1065,325,40,1060,1065,0.021583435296548603,0.09210466537820808,0.006719603711008761,0.0018525184526333195
50,additive_plus_zscore,SaProt_650M_AF2,1065,325,40,1060,1065,0.015660666590995784,0.07317429776121731,0.0002619385476171038,-0.0005545207902482201
50,additive_plus_zscore,S2F,1065,325,40,1060,1065,0.014923932081718239,0.05241876697390187,0.0012917657966697652,-0.0007054693200704037
50,zscore_linear,TranceptEVE_L,1065,325,40,1065,1065,0.01124768814353457,0.016624225608058117,0.0012729337186612258,-0.0032413066298976434
50,zscore_linear,GEMME,1065,325,40,1065,1065,0.008265994697269477,0.0,0.0008937329767326438,-0.0034172511640927676
50,zscore_linear,TranceptEVE_M,1065,325,40,1065,1065,0.007574196054423384,0.0150421682200815,0.003908544822869897,-0.003613043972656689
50,zscore_linear,RSALOR,1065,325,40,1065,1065,0.006627711147380418,-0.019672438134939886,0.0007528295508925221,-0.0024940737996095295
50,zscore_linear,ESCOTT,1065,325,40,1065,1065,0.00547523765994237,0.0,0.0032804267672094005,-0.0037058526531937837
50,additive_plus_zscore,ProtSSN_ensemble,1065,325,40,1060,1065,0.004820869665579192,0.12258186412531322,0.008271305055811357,0.004584756942127491
50,zscore_linear,PoET,1065,325,40,1065,1065,0.00434425068865111,0.0,0.0039307469499839315,-0.004509668115092428
50,zscore_linear,ProtSSN_ensemble,1065,325,40,1065,1065,0.0024511993272457963,0.03570909522071521,0.00544442406058919,-0.0029045726102284804
50,zscore_linear,VenusREM,1065,325,40,1065,1065,0.002082146453567336,0.012309087724277594,0.0007263649868133018,-0.002905274645515297
50,zscore_linear,SaProt_650M_AF2,1065,325,40,1065,1065,0.0019110744547455745,0.006481589421217755,-0.001500847323578891,-0.00394145863331495
50,zscore_linear,S2F_MSA,1065,325,40,1065,1065,0.001716738861525881,0.013003932046456532,0.0035165894577915413,-0.0026948090425807807
50,zscore_linear,ESM3,1065,325,40,1065,1065,0.001368252957408629,-0.006001913771131379,0.0014322474332250593,-0.0004413731074763039
50,zscore_linear,ProSST-1024,1065,325,40,1065,1065,0.0005567855396552415,0.0,-0.0010761374190920699,-0.002296624364545461
50,zscore_linear,ProSST-512,1065,325,40,1065,1065,0.0005525071745199734,0.0,0.0007359252343942921,-0.0004516836237636007
50,zscore_linear,S3F,1065,325,40,1065,1065,0.00043854470282780726,0.01087571520489627,0.0013753096519365337,-0.0032329348677356206
