assay,seed,double_budget,model,selection_policy,n_train_doubles,n_test_higher,spearman_higher,abs_spearman_higher,top1pct_recall_at_100,pair_coverage
D7PM05_CLYGR_Somermeyer_2022.csv,4,20,pairwise_residual_from_doubles,random_doubles,20,13198,0.6593535684232267,0.6593535684232267,0.030303030303030304,4.3517047803477014e-05
D7PM05_CLYGR_Somermeyer_2022.csv,4,20,pairwise_residual_from_doubles,informative_pair_coverage,20,13198,0.6599790447715288,0.6599790447715288,0.030303030303030304,0.0010552884092343176
D7PM05_CLYGR_Somermeyer_2022.csv,4,50,pairwise_residual_from_doubles,random_doubles,50,13198,0.659357066012013,0.659357066012013,0.030303030303030304,0.00026110228682086207
D7PM05_CLYGR_Somermeyer_2022.csv,4,50,pairwise_residual_from_doubles,informative_pair_coverage,50,13198,0.6599714848253755,0.6599714848253755,0.030303030303030304,0.0021758523901738505
D7PM05_CLYGR_Somermeyer_2022.csv,4,100,pairwise_residual_from_doubles,random_doubles,100,13198,0.6597554752521414,0.6597554752521414,0.030303030303030304,0.0005548423594943319
D7PM05_CLYGR_Somermeyer_2022.csv,4,100,pairwise_residual_from_doubles,informative_pair_coverage,100,13198,0.660037861908567,0.660037861908567,0.030303030303030304,0.0038077416828042384
Q6WV12_9MAXI_Somermeyer_2022.csv,all,0,additive_all_singles,none,0,14268,0.8377279340183389,0.8377279340183389,0.17482517482517482,0.0
Q6WV12_9MAXI_Somermeyer_2022.csv,0,20,pairwise_residual_from_doubles,random_doubles,20,14268,0.8376892383677536,0.8376892383677536,0.17482517482517482,6.919170253103248e-05
Q6WV12_9MAXI_Somermeyer_2022.csv,0,20,pairwise_residual_from_doubles,informative_pair_coverage,20,14268,0.8377452063133047,0.8377452063133047,0.17482517482517482,0.0014115107316330627
Q6WV12_9MAXI_Somermeyer_2022.csv,0,50,pairwise_residual_from_doubles,random_doubles,50,14268,0.8377444102240932,0.8377444102240932,0.17482517482517482,0.0003321201721489559
Q6WV12_9MAXI_Somermeyer_2022.csv,0,50,pairwise_residual_from_doubles,informative_pair_coverage,50,14268,0.8383118673647575,0.8383118673647575,0.17482517482517482,0.003072111592377842
Q6WV12_9MAXI_Somermeyer_2022.csv,0,100,pairwise_residual_from_doubles,random_doubles,100,14268,0.8377624745616092,0.8377624745616092,0.17482517482517482,0.0007057553658165313
Q6WV12_9MAXI_Somermeyer_2022.csv,0,100,pairwise_residual_from_doubles,informative_pair_coverage,100,14268,0.8385748230787307,0.8385748230787307,0.17482517482517482,0.005479982840457772
Q6WV12_9MAXI_Somermeyer_2022.csv,1,20,pairwise_residual_from_doubles,random_doubles,20,14268,0.8377257676002877,0.8377257676002877,0.17482517482517482,6.919170253103248e-05
Q6WV12_9MAXI_Somermeyer_2022.csv,1,20,pairwise_residual_from_doubles,informative_pair_coverage,20,14268,0.8377452063133047,0.8377452063133047,0.17482517482517482,0.0014115107316330627
Q6WV12_9MAXI_Somermeyer_2022.csv,1,50,pairwise_residual_from_doubles,random_doubles,50,14268,0.8376994718082761,0.8376994718082761,0.17482517482517482,0.0003182818316427494
Q6WV12_9MAXI_Somermeyer_2022.csv,1,50,pairwise_residual_from_doubles,informative_pair_coverage,50,14268,0.8383118673647575,0.8383118673647575,0.17482517482517482,0.003072111592377842
Q6WV12_9MAXI_Somermeyer_2022.csv,1,100,pairwise_residual_from_doubles,random_doubles,100,14268,0.8382133605227668,0.8382133605227668,0.17482517482517482,0.0005396952797420533
Q6WV12_9MAXI_Somermeyer_2022.csv,1,100,pairwise_residual_from_doubles,informative_pair_coverage,100,14268,0.8385748230787307,0.8385748230787307,0.17482517482517482,0.005479982840457772
Q6WV12_9MAXI_Somermeyer_2022.csv,2,20,pairwise_residual_from_doubles,random_doubles,20,14268,0.8377112181238142,0.8377112181238142,0.17482517482517482,8.303004303723897e-05
Q6WV12_9MAXI_Somermeyer_2022.csv,2,20,pairwise_residual_from_doubles,informative_pair_coverage,20,14268,0.8377452063133047,0.8377452063133047,0.17482517482517482,0.0014115107316330627
Q6WV12_9MAXI_Somermeyer_2022.csv,2,50,pairwise_residual_from_doubles,random_doubles,50,14268,0.8376176588241675,0.8376176588241675,0.17482517482517482,0.0003459585126551624
